"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2021/22","Declined","United Kingdom","(not recorded)",6
"2021/22","Declined","United Kingdom","Polytechnics",0
"2021/22","Declined","United Kingdom","Private Training Establishments",3
"2021/22","Declined","United Kingdom","Schools",6
"2021/22","Declined","United Kingdom","Universities",3
"2021/22","Declined","United States of America","(not recorded)",3
"2021/22","Declined","United States of America","Polytechnics",0
"2021/22","Declined","United States of America","Schools",18
"2021/22","Declined","United States of America","Universities",3
"2021/22","Declined","Uruguay","Private Training Establishments",0
"2021/22","Declined","Vanuatu","Universities",0
"2021/22","Declined","Vietnam","(not recorded)",9
"2021/22","Declined","Vietnam","Polytechnics",3
"2021/22","Declined","Vietnam","Private Training Establishments",15
"2021/22","Declined","Vietnam","Schools",6
"2021/22","Declined","Vietnam","Universities",9
"2021/22","Declined","Zambia","Universities",0
"2021/22","Declined","Zimbabwe","(not recorded)",3
"2021/22","Declined","Zimbabwe","Schools",3
"2021/22","Declined","Zimbabwe","Universities",3
"2022/23","Approved","Afghanistan","(not recorded)",0
"2022/23","Approved","Afghanistan","Polytechnics",3
"2022/23","Approved","Afghanistan","Private Training Establishments",0
"2022/23","Approved","Afghanistan","Schools",9
"2022/23","Approved","Afghanistan","Universities",6
"2022/23","Approved","Albania","Polytechnics",3
"2022/23","Approved","Albania","Private Training Establishments",3
"2022/23","Approved","Albania","Schools",3
"2022/23","Approved","Albania","Universities",0
"2022/23","Approved","Algeria","(not recorded)",3
"2022/23","Approved","Algeria","Schools",9
"2022/23","Approved","Algeria","Universities",3
"2022/23","Approved","Argentina","(not recorded)",15
"2022/23","Approved","Argentina","Polytechnics",12
"2022/23","Approved","Argentina","Private Training Establishments",102
"2022/23","Approved","Argentina","Schools",129
"2022/23","Approved","Argentina","Universities",12
"2022/23","Approved","Austria","(not recorded)",6
"2022/23","Approved","Austria","Polytechnics",9
"2022/23","Approved","Austria","Private Training Establishments",0
"2022/23","Approved","Austria","Schools",54
"2022/23","Approved","Austria","Universities",18
"2022/23","Approved","Azerbaijan","(not recorded)",0
"2022/23","Approved","Azerbaijan","Polytechnics",3
"2022/23","Approved","Azerbaijan","Schools",3
"2022/23","Approved","Azerbaijan","Universities",3
"2022/23","Approved","Bahamas","Universities",0
"2022/23","Approved","Bahrain","Schools",3
"2022/23","Approved","Bahrain","Universities",0
"2022/23","Approved","Bangladesh","(not recorded)",6
"2022/23","Approved","Bangladesh","Polytechnics",30
"2022/23","Approved","Bangladesh","Private Training Establishments",12
"2022/23","Approved","Bangladesh","Schools",63
"2022/23","Approved","Bangladesh","Universities",78
"2022/23","Approved","Belarus","Polytechnics",3
"2022/23","Approved","Belarus","Private Training Establishments",3
"2022/23","Approved","Belarus","Schools",6
"2022/23","Approved","Belarus","Universities",3
"2022/23","Approved","Belgium","(not recorded)",3
"2022/23","Approved","Belgium","Private Training Establishments",12
"2022/23","Approved","Belgium","Schools",30
"2022/23","Approved","Belgium","Universities",21
"2022/23","Approved","Belize","Universities",0
"2022/23","Approved","Benin","Universities",3
"2022/23","Approved","Bermuda","Private Training Establishments",0
"2022/23","Approved","Bhutan","Polytechnics",3
"2022/23","Approved","Bhutan","Private Training Establishments",6
"2022/23","Approved","Bhutan","Schools",0
"2022/23","Approved","Bhutan","Universities",3
"2022/23","Approved","Bolivia","Polytechnics",0
"2022/23","Approved","Bolivia","Private Training Establishments",6
"2022/23","Approved","Bolivia","Schools",6
"2022/23","Approved","Bosnia & Herzegovina","Universities",3
"2022/23","Approved","Botswana","Schools",3
"2022/23","Approved","Botswana","Universities",3
"2022/23","Approved","Brazil","(not recorded)",30
"2022/23","Approved","Brazil","Polytechnics",36
"2022/23","Approved","Brazil","Private Training Establishments",597
"2022/23","Approved","Brazil","Schools",339
"2022/23","Approved","Brazil","Universities",99
"2022/23","Approved","Brunei Darussalam","Schools",0
"2022/23","Approved","Brunei Darussalam","Universities",24
"2022/23","Approved","Bulgaria","Polytechnics",3
"2022/23","Approved","Bulgaria","Schools",3
"2022/23","Approved","Cambodia","(not recorded)",15
"2022/23","Approved","Cambodia","Polytechnics",33
"2022/23","Approved","Cambodia","Private Training Establishments",30
"2022/23","Approved","Cambodia","Schools",156
"2022/23","Approved","Cambodia","Universities",126
"2022/23","Approved","Cameroon","Schools",3
"2022/23","Approved","Cameroon","Universities",9
"2022/23","Approved","Canada","(not recorded)",15
"2022/23","Approved","Canada","Polytechnics",9
"2022/23","Approved","Canada","Private Training Establishments",21
"2022/23","Approved","Canada","Schools",87
"2022/23","Approved","Canada","Universities",330
"2022/23","Approved","Cape Verde","Universities",0
"2022/23","Approved","Chile","(not recorded)",27
"2022/23","Approved","Chile","Polytechnics",9
"2022/23","Approved","Chile","Private Training Establishments",450
"2022/23","Approved","Chile","Schools",279
"2022/23","Approved","Chile","Universities",63
"2022/23","Approved","China","(not recorded)",327
"2022/23","Approved","China","Polytechnics",960
"2022/23","Approved","China","Private Training Establishments",1941
"2022/23","Approved","China","Schools",4635
"2022/23","Approved","China","Universities",11901
"2022/23","Approved","Colombia","(not recorded)",6
"2022/23","Approved","Colombia","Polytechnics",12
"2022/23","Approved","Colombia","Private Training Establishments",354
"2022/23","Approved","Colombia","Schools",78
"2022/23","Approved","Colombia","Universities",60
"2022/23","Approved","Congo","(not recorded)",0
"2022/23","Approved","Costa Rica","(not recorded)",0
"2022/23","Approved","Costa Rica","Private Training Establishments",0
"2022/23","Approved","Costa Rica","Universities",3
"2022/23","Approved","Croatia","(not recorded)",0
"2022/23","Approved","Croatia","Polytechnics",0
"2022/23","Approved","Croatia","Schools",3
"2022/23","Approved","Croatia","Universities",3
"2022/23","Approved","Czech Republic","(not recorded)",3
"2022/23","Approved","Czech Republic","Polytechnics",0
"2022/23","Approved","Czech Republic","Private Training Establishments",6
"2022/23","Approved","Czech Republic","Schools",18
"2022/23","Approved","Czech Republic","Universities",15
"2022/23","Approved","Democratic Republic of Congo","Schools",0
"2022/23","Approved","Democratic Republic of Congo","Universities",3
"2022/23","Approved","Denmark","(not recorded)",6
"2022/23","Approved","Denmark","Polytechnics",9
"2022/23","Approved","Denmark","Private Training Establishments",0
"2022/23","Approved","Denmark","Schools",36
"2022/23","Approved","Denmark","Universities",72
"2022/23","Approved","Dominica","Universities",3
"2022/23","Approved","Dominican Republic","Private Training Establishments",3
"2022/23","Approved","Ecuador","Polytechnics",0
"2022/23","Approved","Ecuador","Private Training Establishments",39
"2022/23","Approved","Ecuador","Schools",3
"2022/23","Approved","Ecuador","Universities",9
"2022/23","Approved","Egypt","(not recorded)",9
"2022/23","Approved","Egypt","Polytechnics",3
"2022/23","Approved","Egypt","Private Training Establishments",3
"2022/23","Approved","Egypt","Schools",42
"2022/23","Approved","Egypt","Universities",30
"2022/23","Approved","El Salvador","(not recorded)",3
"2022/23","Approved","El Salvador","Polytechnics",3
"2022/23","Approved","El Salvador","Schools",0
"2022/23","Approved","Eritrea","(not recorded)",0
"2022/23","Approved","Estonia","Schools",3
"2022/23","Approved","Estonia","Universities",0
"2022/23","Approved","Ethiopia","(not recorded)",6
"2022/23","Approved","Ethiopia","Schools",9
"2022/23","Approved","Ethiopia","Universities",9
"2022/23","Approved","Federated States of Micronesia","Schools",3
"2022/23","Approved","Fiji","(not recorded)",1956
"2022/23","Approved","Fiji","Polytechnics",66
"2022/23","Approved","Fiji","Private Training Establishments",144
"2022/23","Approved","Fiji","Schools",327
"2022/23","Approved","Fiji","Universities",111
"2022/23","Approved","Finland","(not recorded)",3
"2022/23","Approved","Finland","Polytechnics",3
"2022/23","Approved","Finland","Private Training Establishments",0
"2022/23","Approved","Finland","Schools",12
"2022/23","Approved","Finland","Universities",12
"2022/23","Approved","France","(not recorded)",36
"2022/23","Approved","France","Polytechnics",9
"2022/23","Approved","France","Private Training Establishments",75
"2022/23","Approved","France","Schools",135
"2022/23","Approved","France","Universities",195
"2022/23","Approved","Georgia","Schools",0
"2022/23","Approved","Germany","(not recorded)",30
"2022/23","Approved","Germany","Polytechnics",57
"2022/23","Approved","Germany","Private Training Establishments",24
"2022/23","Approved","Germany","Schools",1218
"2022/23","Approved","Germany","Universities",243
"2022/23","Approved","Ghana","(not recorded)",3
"2022/23","Approved","Ghana","Polytechnics",3
"2022/23","Approved","Ghana","Private Training Establishments",3
"2022/23","Approved","Ghana","Schools",6
"2022/23","Approved","Ghana","Universities",33
"2022/23","Approved","Greece","Schools",0
"2022/23","Approved","Greece","Universities",3
"2022/23","Approved","Guatemala","Universities",3
"2022/23","Approved","Guyana","Universities",3
"2022/23","Approved","Honduras","Polytechnics",0
"2022/23","Approved","Hong Kong","(not recorded)",9
"2022/23","Approved","Hong Kong","Polytechnics",36
"2022/23","Approved","Hong Kong","Private Training Establishments",48
"2022/23","Approved","Hong Kong","Schools",396
"2022/23","Approved","Hong Kong","Universities",369
"2022/23","Approved","Hungary","(not recorded)",12
"2022/23","Approved","Hungary","Polytechnics",3
"2022/23","Approved","Hungary","Private Training Establishments",3
"2022/23","Approved","Hungary","Schools",33
"2022/23","Approved","Hungary","Universities",9
"2022/23","Approved","Iceland","(not recorded)",6
"2022/23","Approved","Iceland","Schools",3
"2022/23","Approved","Iceland","Universities",3
"2022/23","Approved","India","(not recorded)",396
"2022/23","Approved","India","Polytechnics",2091
"2022/23","Approved","India","Private Training Establishments",1344
"2022/23","Approved","India","Schools",2460
"2022/23","Approved","India","Universities",2061
"2022/23","Approved","Indonesia","(not recorded)",21
"2022/23","Approved","Indonesia","Polytechnics",87
"2022/23","Approved","Indonesia","Private Training Establishments",108
"2022/23","Approved","Indonesia","Schools",174
"2022/23","Approved","Indonesia","Universities",552
"2022/23","Approved","Iran","(not recorded)",15
"2022/23","Approved","Iran","Polytechnics",24
"2022/23","Approved","Iran","Private Training Establishments",3
"2022/23","Approved","Iran","Schools",72
"2022/23","Approved","Iran","Universities",312
"2022/23","Approved","Iraq","(not recorded)",3
"2022/23","Approved","Iraq","Schools",18
"2022/23","Approved","Iraq","Universities",15
"2022/23","Approved","Ireland","(not recorded)",0
"2022/23","Approved","Ireland","Polytechnics",3
"2022/23","Approved","Ireland","Private Training Establishments",3
"2022/23","Approved","Ireland","Schools",18
"2022/23","Approved","Ireland","Universities",33
"2022/23","Approved","Israel","(not recorded)",9
"2022/23","Approved","Israel","Polytechnics",3
"2022/23","Approved","Israel","Private Training Establishments",3
"2022/23","Approved","Israel","Schools",42
"2022/23","Approved","Israel","Universities",6
"2022/23","Approved","Italy","(not recorded)",15
"2022/23","Approved","Italy","Polytechnics",3
"2022/23","Approved","Italy","Private Training Establishments",3
"2022/23","Approved","Italy","Schools",186
"2022/23","Approved","Italy","Universities",69
"2022/23","Approved","Jamaica","Private Training Establishments",0
"2022/23","Approved","Jamaica","Schools",3
"2022/23","Approved","Jamaica","Universities",3
"2022/23","Approved","Japan","(not recorded)",30
"2022/23","Approved","Japan","Polytechnics",105
"2022/23","Approved","Japan","Private Training Establishments",570
"2022/23","Approved","Japan","Schools",1125
"2022/23","Approved","Japan","Universities",528
"2022/23","Approved","Jordan","(not recorded)",3
"2022/23","Approved","Jordan","Polytechnics",3
"2022/23","Approved","Jordan","Schools",33
"2022/23","Approved","Jordan","Universities",33
"2022/23","Approved","Kazakhstan","(not recorded)",0
"2022/23","Approved","Kazakhstan","Polytechnics",6
"2022/23","Approved","Kazakhstan","Private Training Establishments",12
"2022/23","Approved","Kazakhstan","Schools",21
"2022/23","Approved","Kazakhstan","Universities",9
"2022/23","Approved","Kenya","(not recorded)",0
"2022/23","Approved","Kenya","Polytechnics",15
"2022/23","Approved","Kenya","Private Training Establishments",3
"2022/23","Approved","Kenya","Schools",15
"2022/23","Approved","Kenya","Universities",21
"2022/23","Approved","Kiribati","(not recorded)",21
"2022/23","Approved","Kiribati","Schools",9
"2022/23","Approved","Kiribati","Universities",18
"2022/23","Approved","Kosovo - Republic of","Schools",3
"2022/23","Approved","Kuwait","Polytechnics",3
"2022/23","Approved","Kuwait","Universities",117
"2022/23","Approved","Kyrgyzstan","Polytechnics",3
"2022/23","Approved","Kyrgyzstan","Private Training Establishments",3
"2022/23","Approved","Kyrgyzstan","Schools",3
"2022/23","Approved","Laos","Polytechnics",3
"2022/23","Approved","Laos","Private Training Establishments",9
"2022/23","Approved","Laos","Schools",18
"2022/23","Approved","Laos","Universities",57
"2022/23","Approved","Latvia","(not recorded)",0
"2022/23","Approved","Latvia","Private Training Establishments",6
"2022/23","Approved","Latvia","Schools",9
"2022/23","Approved","Latvia","Universities",3
