"Year Ended May","Decision Type","Nationality","Occupation Skill Level","Count"
"2026","Approved","Argentina","Skill level 5",228
"2026","Approved","Armenia","(not recorded)",6
"2026","Approved","Armenia","Skill level 4",0
"2026","Approved","Australia","Skill level 3",0
"2026","Approved","Austria","(not recorded)",153
"2026","Approved","Austria","Skill level 1",33
"2026","Approved","Austria","Skill level 2",12
"2026","Approved","Austria","Skill level 3",3
"2026","Approved","Austria","Skill level 4",6
"2026","Approved","Austria","Skill level 5",6
"2026","Approved","Azerbaijan","(not recorded)",6
"2026","Approved","Azerbaijan","Skill level 2",3
"2026","Approved","Azerbaijan","Skill level 3",0
"2026","Approved","Bahrain","(not recorded)",0
"2026","Approved","Bangladesh","(not recorded)",1242
"2026","Approved","Bangladesh","Skill level 1",24
"2026","Approved","Bangladesh","Skill level 2",51
"2026","Approved","Bangladesh","Skill level 3",408
"2026","Approved","Bangladesh","Skill level 4",117
"2026","Approved","Bangladesh","Skill level 5",15
"2026","Approved","Barbados","(not recorded)",0
"2026","Approved","Belarus","(not recorded)",6
"2026","Approved","Belarus","Skill level 1",3
"2026","Approved","Belarus","Skill level 3",3
"2026","Approved","Belgium","(not recorded)",468
"2026","Approved","Belgium","Skill level 1",45
"2026","Approved","Belgium","Skill level 2",6
"2026","Approved","Belgium","Skill level 3",6
"2026","Approved","Belgium","Skill level 4",9
"2026","Approved","Belgium","Skill level 5",3
"2026","Approved","Bhutan","(not recorded)",138
"2026","Approved","Bhutan","Skill level 1",0
"2026","Approved","Bhutan","Skill level 2",3
"2026","Approved","Bhutan","Skill level 3",0
"2026","Approved","Bhutan","Skill level 4",0
"2026","Approved","Bhutan","Skill level 5",0
"2026","Approved","Bolivia","(not recorded)",6
"2026","Approved","Bolivia","Skill level 4",3
"2026","Approved","Bosnia & Herzegovina","(not recorded)",3
"2026","Approved","Bosnia & Herzegovina","Skill level 1",0
"2026","Approved","Botswana","(not recorded)",6
"2026","Approved","Botswana","Skill level 1",6
"2026","Approved","Botswana","Skill level 4",3
"2026","Approved","Brazil","(not recorded)",1089
"2026","Approved","Brazil","Skill level 1",87
"2026","Approved","Brazil","Skill level 2",162
"2026","Approved","Brazil","Skill level 3",354
"2026","Approved","Brazil","Skill level 4",60
"2026","Approved","Brazil","Skill level 5",117
"2026","Approved","Brunei Darussalam","(not recorded)",6
"2026","Approved","Brunei Darussalam","Skill level 4",0
"2026","Approved","Bulgaria","(not recorded)",12
"2026","Approved","Bulgaria","Skill level 1",3
"2026","Approved","Bulgaria","Skill level 4",3
"2026","Approved","Bulgaria","Skill level 5",0
"2026","Approved","Burundi","(not recorded)",6
"2026","Approved","Cambodia","(not recorded)",315
"2026","Approved","Cambodia","Skill level 1",3
"2026","Approved","Cambodia","Skill level 2",27
"2026","Approved","Cambodia","Skill level 3",222
"2026","Approved","Cambodia","Skill level 4",27
"2026","Approved","Cambodia","Skill level 5",84
"2026","Approved","Cameroon","(not recorded)",9
"2026","Approved","Cameroon","Skill level 2",3
"2026","Approved","Cameroon","Skill level 3",3
"2026","Approved","Cameroon","Skill level 5",0
"2026","Approved","Canada","(not recorded)",2178
"2026","Approved","Canada","Skill level 1",234
"2026","Approved","Canada","Skill level 2",54
"2026","Approved","Canada","Skill level 3",66
"2026","Approved","Canada","Skill level 4",69
"2026","Approved","Canada","Skill level 5",9
"2026","Approved","Chile","(not recorded)",1611
"2026","Approved","Chile","Skill level 1",72
"2026","Approved","Chile","Skill level 2",114
"2026","Approved","Chile","Skill level 3",174
"2026","Approved","Chile","Skill level 4",63
"2026","Approved","Chile","Skill level 5",123
"2026","Approved","China","(not recorded)",11415
"2026","Approved","China","Skill level 1",1035
"2026","Approved","China","Skill level 2",1224
"2026","Approved","China","Skill level 3",5175
"2026","Approved","China","Skill level 4",774
"2026","Approved","China","Skill level 5",132
"2026","Approved","Colombia","(not recorded)",255
"2026","Approved","Colombia","Skill level 1",39
"2026","Approved","Colombia","Skill level 2",18
"2026","Approved","Colombia","Skill level 3",33
"2026","Approved","Colombia","Skill level 4",39
"2026","Approved","Colombia","Skill level 5",24
"2026","Approved","Congo","(not recorded)",3
"2026","Approved","Congo","Skill level 3",0
"2026","Approved","Congo","Skill level 4",0
"2026","Approved","Costa Rica","(not recorded)",9
"2026","Approved","Costa Rica","Skill level 1",3
"2026","Approved","Costa Rica","Skill level 3",3
"2026","Approved","Croatia","(not recorded)",69
"2026","Approved","Croatia","Skill level 1",21
"2026","Approved","Croatia","Skill level 2",3
"2026","Approved","Croatia","Skill level 3",6
"2026","Approved","Croatia","Skill level 4",3
"2026","Approved","Croatia","Skill level 5",3
"2026","Approved","Cuba","(not recorded)",3
"2026","Approved","Cyprus","(not recorded)",3
"2026","Approved","Cyprus","Skill level 1",0
"2026","Approved","Czech Republic","(not recorded)",996
"2026","Approved","Czech Republic","Skill level 1",24
"2026","Approved","Czech Republic","Skill level 2",18
"2026","Approved","Czech Republic","Skill level 3",39
"2026","Approved","Czech Republic","Skill level 4",27
"2026","Approved","Czech Republic","Skill level 5",9
"2026","Approved","Democratic Republic of Congo","(not recorded)",9
"2026","Approved","Democratic Republic of Congo","Skill level 3",6
"2026","Approved","Denmark","(not recorded)",348
"2026","Approved","Denmark","Skill level 1",39
"2026","Approved","Denmark","Skill level 2",9
"2026","Approved","Denmark","Skill level 3",18
"2026","Approved","Denmark","Skill level 4",12
"2026","Approved","Denmark","Skill level 5",3
"2026","Approved","Djibouti","(not recorded)",0
"2026","Approved","Dominica","Skill level 1",0
"2026","Approved","Dominican Republic","(not recorded)",3
"2026","Approved","Dominican Republic","Skill level 1",0
"2026","Approved","Ecuador","(not recorded)",27
"2026","Approved","Ecuador","Skill level 1",3
"2026","Approved","Ecuador","Skill level 2",3
"2026","Approved","Ecuador","Skill level 3",0
"2026","Approved","Ecuador","Skill level 4",0
"2026","Approved","Ecuador","Skill level 5",3
"2026","Approved","Egypt","(not recorded)",63
"2026","Approved","Egypt","Skill level 1",18
"2026","Approved","Egypt","Skill level 2",12
"2026","Approved","Egypt","Skill level 3",9
"2026","Approved","Egypt","Skill level 4",21
"2026","Approved","Egypt","Skill level 5",3
"2026","Approved","El Salvador","(not recorded)",3
"2026","Approved","El Salvador","Skill level 1",0
"2026","Approved","El Salvador","Skill level 3",0
"2026","Approved","Eritrea","(not recorded)",12
"2026","Approved","Estonia","(not recorded)",111
"2026","Approved","Estonia","Skill level 1",9
"2026","Approved","Estonia","Skill level 2",3
"2026","Approved","Estonia","Skill level 3",3
"2026","Approved","Estonia","Skill level 4",3
"2026","Approved","Estonia","Skill level 5",3
"2026","Approved","Ethiopia","(not recorded)",66
"2026","Approved","Ethiopia","Skill level 1",3
"2026","Approved","Fiji","(not recorded)",3501
"2026","Approved","Fiji","Skill level 1",267
"2026","Approved","Fiji","Skill level 2",240
"2026","Approved","Fiji","Skill level 3",1041
"2026","Approved","Fiji","Skill level 4",1098
"2026","Approved","Fiji","Skill level 5",312
"2026","Approved","Finland","(not recorded)",204
"2026","Approved","Finland","Skill level 1",18
"2026","Approved","Finland","Skill level 2",3
"2026","Approved","Finland","Skill level 3",9
"2026","Approved","Finland","Skill level 4",3
"2026","Approved","Finland","Skill level 5",3
"2026","Approved","France","(not recorded)",7716
"2026","Approved","France","Skill level 1",177
"2026","Approved","France","Skill level 2",111
"2026","Approved","France","Skill level 3",105
"2026","Approved","France","Skill level 4",72
"2026","Approved","France","Skill level 5",54
"2026","Approved","Gambia","(not recorded)",0
"2026","Approved","Georgia","(not recorded)",6
"2026","Approved","Georgia","Skill level 1",0
"2026","Approved","Georgia","Skill level 3",0
"2026","Approved","Georgia","Skill level 5",6
"2026","Approved","Germany","(not recorded)",5691
"2026","Approved","Germany","Skill level 1",225
"2026","Approved","Germany","Skill level 2",90
"2026","Approved","Germany","Skill level 3",78
"2026","Approved","Germany","Skill level 4",69
"2026","Approved","Germany","Skill level 5",18
"2026","Approved","Ghana","(not recorded)",45
"2026","Approved","Ghana","Skill level 1",12
"2026","Approved","Ghana","Skill level 2",0
"2026","Approved","Ghana","Skill level 3",6
"2026","Approved","Ghana","Skill level 4",12
"2026","Approved","Ghana","Skill level 5",3
"2026","Approved","Greece","(not recorded)",12
"2026","Approved","Greece","Skill level 1",6
"2026","Approved","Greece","Skill level 2",0
"2026","Approved","Greece","Skill level 3",0
"2026","Approved","Greece","Skill level 5",6
"2026","Approved","Grenada","(not recorded)",3
"2026","Approved","Guatemala","(not recorded)",6
"2026","Approved","Guatemala","Skill level 5",0
"2026","Approved","Guinea","(not recorded)",6
"2026","Approved","Guyana","(not recorded)",0
"2026","Approved","Haiti","(not recorded)",3
"2026","Approved","Honduras","(not recorded)",6
"2026","Approved","Honduras","Skill level 1",0
"2026","Approved","Honduras","Skill level 2",3
"2026","Approved","Honduras","Skill level 3",3
"2026","Approved","Honduras","Skill level 4",0
"2026","Approved","Hong Kong","(not recorded)",387
"2026","Approved","Hong Kong","Skill level 1",24
"2026","Approved","Hong Kong","Skill level 2",12
"2026","Approved","Hong Kong","Skill level 3",9
"2026","Approved","Hong Kong","Skill level 4",9
"2026","Approved","Hong Kong","Skill level 5",3
"2026","Approved","Hungary","(not recorded)",156
"2026","Approved","Hungary","Skill level 1",21
"2026","Approved","Hungary","Skill level 2",12
"2026","Approved","Hungary","Skill level 3",12
"2026","Approved","Hungary","Skill level 4",9
"2026","Approved","Hungary","Skill level 5",6
"2026","Approved","Iceland","Skill level 1",3
"2026","Approved","India","(not recorded)",18303
"2026","Approved","India","Skill level 1",1893
"2026","Approved","India","Skill level 2",3297
"2026","Approved","India","Skill level 3",3120
"2026","Approved","India","Skill level 4",2976
"2026","Approved","India","Skill level 5",1710
"2026","Approved","Indonesia","(not recorded)",1152
"2026","Approved","Indonesia","Skill level 1",78
"2026","Approved","Indonesia","Skill level 2",156
"2026","Approved","Indonesia","Skill level 3",57
"2026","Approved","Indonesia","Skill level 4",480
"2026","Approved","Indonesia","Skill level 5",81
"2026","Approved","Iran","(not recorded)",294
"2026","Approved","Iran","Skill level 1",21
"2026","Approved","Iran","Skill level 2",15
"2026","Approved","Iran","Skill level 3",18
"2026","Approved","Iran","Skill level 4",3
"2026","Approved","Iraq","(not recorded)",48
"2026","Approved","Iraq","Skill level 3",6
"2026","Approved","Ireland","(not recorded)",1089
"2026","Approved","Ireland","Skill level 1",231
"2026","Approved","Ireland","Skill level 2",45
"2026","Approved","Ireland","Skill level 3",42
"2026","Approved","Ireland","Skill level 4",99
"2026","Approved","Ireland","Skill level 5",9
"2026","Approved","Israel","(not recorded)",207
"2026","Approved","Israel","Skill level 1",36
"2026","Approved","Israel","Skill level 2",3
"2026","Approved","Israel","Skill level 3",0
"2026","Approved","Israel","Skill level 4",6
"2026","Approved","Israel","Skill level 5",0
"2026","Approved","Italy","(not recorded)",1524
"2026","Approved","Italy","Skill level 1",123
"2026","Approved","Italy","Skill level 2",111
"2026","Approved","Italy","Skill level 3",54
"2026","Approved","Italy","Skill level 4",48
"2026","Approved","Italy","Skill level 5",78
"2026","Approved","Jamaica","(not recorded)",9
"2026","Approved","Jamaica","Skill level 3",3
"2026","Approved","Japan","(not recorded)",4311
"2026","Approved","Japan","Skill level 1",192
"2026","Approved","Japan","Skill level 2",102
"2026","Approved","Japan","Skill level 3",120
"2026","Approved","Japan","Skill level 4",90
"2026","Approved","Japan","Skill level 5",27
"2026","Approved","Jordan","(not recorded)",66
"2026","Approved","Jordan","Skill level 1",6
"2026","Approved","Jordan","Skill level 2",39
"2026","Approved","Jordan","Skill level 3",66
"2026","Approved","Jordan","Skill level 4",0
"2026","Approved","Kazakhstan","(not recorded)",39
"2026","Approved","Kazakhstan","Skill level 1",6
"2026","Approved","Kazakhstan","Skill level 2",3
"2026","Approved","Kazakhstan","Skill level 3",0
"2026","Approved","Kazakhstan","Skill level 4",0
"2026","Approved","Kenya","(not recorded)",60
"2026","Approved","Kenya","Skill level 1",9
"2026","Approved","Kenya","Skill level 2",9
"2026","Approved","Kenya","Skill level 3",6
"2026","Approved","Kenya","Skill level 4",12
"2026","Approved","Kenya","Skill level 5",12
"2026","Approved","Kiribati","(not recorded)",657
"2026","Approved","Kiribati","Skill level 1",0
"2026","Approved","Kiribati","Skill level 2",3
"2026","Approved","Kiribati","Skill level 4",36
"2026","Approved","Kiribati","Skill level 5",3
"2026","Approved","Kosovo - Republic of","(not recorded)",3
"2026","Approved","Kosovo - Republic of","Skill level 1",0
"2026","Approved","Kosovo - UN Mission in","(not recorded)",0
"2026","Approved","Kosovo - UN Mission in","Skill level 2",0
"2026","Approved","Kuwait","(not recorded)",0
"2026","Approved","Kuwait","Skill level 1",0
"2026","Approved","Kyrgyzstan","(not recorded)",3
"2026","Approved","Kyrgyzstan","Skill level 1",0
"2026","Approved","Kyrgyzstan","Skill level 3",3
"2026","Approved","Laos","(not recorded)",18
"2026","Approved","Laos","Skill level 1",0
"2026","Approved","Laos","Skill level 2",0
"2026","Approved","Laos","Skill level 3",6
"2026","Approved","Laos","Skill level 4",3
"2026","Approved","Laos","Skill level 5",0
"2026","Approved","Latvia","(not recorded)",93
"2026","Approved","Latvia","Skill level 1",3
"2026","Approved","Latvia","Skill level 2",6
"2026","Approved","Latvia","Skill level 3",3
"2026","Approved","Latvia","Skill level 4",0
"2026","Approved","Lebanon","(not recorded)",18
"2026","Approved","Lebanon","Skill level 1",6
"2026","Approved","Lebanon","Skill level 2",0
"2026","Approved","Lebanon","Skill level 3",3
"2026","Approved","Lebanon","Skill level 4",0
"2026","Approved","Lebanon","Skill level 5",0
"2026","Approved","Lesotho","(not recorded)",3
"2026","Approved","Lesotho","Skill level 1",3
"2026","Approved","Liberia","(not recorded)",3
"2026","Approved","Liberia","Skill level 3",0
"2026","Approved","Libya","(not recorded)",3
"2026","Approved","Libya","Skill level 1",3
"2026","Approved","Lithuania","(not recorded)",129
"2026","Approved","Lithuania","Skill level 1",3
"2026","Approved","Lithuania","Skill level 2",6
"2026","Approved","Lithuania","Skill level 3",3
"2026","Approved","Lithuania","Skill level 4",3
"2026","Approved","Lithuania","Skill level 5",3
"2026","Approved","Luxembourg","(not recorded)",27
"2026","Approved","Macau","(not recorded)",12
"2026","Approved","Macau","Skill level 1",0
"2026","Approved","Macau","Skill level 3",3
"2026","Approved","Macedonia","(not recorded)",12
"2026","Approved","Macedonia","Skill level 2",3
"2026","Approved","Macedonia","Skill level 3",6
"2026","Approved","Madagascar","(not recorded)",0
